major_code,major_name,major_group_name,admission_record_count,first_year,last_year
7340101EF,Quản trị kinh doanh - Chuyên ngành Quản trị tài chính số,Kinh tế - Quản trị kinh doanh - Thương Mại,4,2024,2024
7340101EL,Quản trị kinh doanh - Chuyên ngành Quản trị Logistics và chuỗi cung ứng số,Kinh tế - Quản trị kinh doanh - Thương Mại,4,2024,2024
7340101ET,Quản trị kinh doanh - Chuyên ngành Quản trị dịch vụ du lịch và lữ hành số,Kinh tế - Quản trị kinh doanh - Thương Mại,4,2024,2024
7340101G,Quản trị kinh doanh,Kinh tế - Quản trị kinh doanh - Thương Mại,3,2024,2024
7340101H,Quản trị kinh doanh (Khu Hòa An),Kinh tế - Quản trị kinh doanh - Thương Mại,4,2024,2024
7340101IM,Quản trị kinh doanh - Chuyên ngành Quản trị dự án Công nghệ thông tin,Kinh tế - Quản trị kinh doanh - Thương Mại,4,2024,2024
7340101LKĐTNN-01,Quản trị kinh doanh (Liên kết với Đại học Walsh - Mỹ),Kinh tế - Quản trị kinh doanh - Thương Mại,4,2024,2024
7340101LKĐTNN-02,Quản trị kinh doanh (Liên kết với Đài Loan),Kinh tế - Quản trị kinh doanh - Thương Mại,4,2024,2024
7340101N,Quản trị kinh doanh,Kinh tế - Quản trị kinh doanh - Thương Mại,3,2024,2024
7340101N,Quản trị kinh doanh (Chuyên ngành Quản trị nhà hàng - khách sạn),Kinh tế - Quản trị kinh doanh - Thương Mại,3,2024,2024
7340101QA,Quản trị kinh doanh & Ngôn ngữ Anh,Kinh tế - Quản trị kinh doanh - Thương Mại,4,2024,2024
7340101QL,Quản trị kinh doanh & Luật,Kinh tế - Quản trị kinh doanh - Thương Mại,4,2024,2024
7340101QT,Quản trị kinh doanh (Chương trình CLC Quản trị kinh doanh Việt - Anh),Kinh tế - Quản trị kinh doanh - Thương Mại,4,2024,2024
7340101QT,Quản trị kinh doanh (Đào tạo bằng TA),Kinh tế - Quản trị kinh doanh - Thương Mại,4,2024,2024
7340101TA,Quản trị kinh doanh (chương trình đào tạo bằng tiếng Anh),Kinh tế - Quản trị kinh doanh - Thương Mại,4,2024,2024
7340101TA,Quản trị kinh doanh (đào tạo bằng tiếng Anh),Kinh tế - Quản trị kinh doanh - Thương Mại,4,2024,2024
7340102,Quản trị - Luật,Kinh doanh và quản lý,42,2018,2023
7340102,Quản trị - Luật,Luật - Tòa án,4,2024,2024
7340102,Quản trị kinh doanh,Kinh doanh và quản lý,8,2018,2021
7340103,Giới và phát triển,Kinh doanh và quản lý,4,2018,2018
7340103,Quản trị dịch vụ du lịch và lữ hành,Kinh doanh và quản lý,10,2018,2020
7340107,Quản trị khách sạn,Kinh doanh và quản lý,2,2019,2020
7340109,Quản trị nhà hàng và dịch vụ ăn uống,Kinh doanh và quản lý,2,2019,2020
7340112,Thương mại điện tử,Kinh doanh và quản lý,4,2022,2022
7340113,Kinh tế,Kinh doanh và quản lý,5,2021,2021
7340114,Digital Marketing,Báo chí - Marketing - Quảng cáo - PR,13,2024,2024
7340114,Digital Marketing,Kinh doanh và quản lý,65,2021,2023
7340114,Digital Marketing (Marketing số),Báo chí - Marketing - Quảng cáo - PR,4,2024,2024
7340114,Digital marketing,Báo chí - Marketing - Quảng cáo - PR,4,2024,2024
7340114,Marketing,Kinh doanh và quản lý,17,2020,2022
7340115,Công nghệ marketing,Báo chí - Marketing - Quảng cáo - PR,4,2024,2024
7340115,Kỹ thuật phần mềm,Báo chí - Marketing - Quảng cáo - PR,10,2024,2024
7340115,Marketing,Báo chí - Marketing - Quảng cáo - PR,180,2024,2024
7340115,Marketing,Kinh doanh và quản lý,1064,2018,2023
7340115,Marketing (Chuyên ngành Digital Marketing),Báo chí - Marketing - Quảng cáo - PR,4,2024,2024
7340115,Marketing (Chuyên ngành Marketing),Báo chí - Marketing - Quảng cáo - PR,4,2024,2024
7340115,Marketing (Chuyên ngành Marketing)(Tiếng Anh),Báo chí - Marketing - Quảng cáo - PR,4,2024,2024
7340115,Marketing (Marketing số và truyền thông xã hội),Báo chí - Marketing - Quảng cáo - PR,4,2024,2024
7340115,Marketing (dạy bằng tiếng Anh),Báo chí - Marketing - Quảng cáo - PR,1,2024,2024
7340115,Marketing chất lượng cao,Báo chí - Marketing - Quảng cáo - PR,6,2024,2024
7340115,Quan hệ công chúng (ngành Marketing),Báo chí - Marketing - Quảng cáo - PR,3,2024,2024
7340115,Quản trị marketing,Kinh doanh và quản lý,1,2021,2021
7340115-TA,Quản trị marketing,Báo chí - Marketing - Quảng cáo - PR,4,2024,2024
73401150,Marketing và tổ chức sự kiện (ngành Marketing),Báo chí - Marketing - Quảng cáo - PR,4,2024,2024
7340115C,Marketing,Báo chí - Marketing - Quảng cáo - PR,4,2024,2024
7340115C2,Digital marketing (ngành Marketing),Báo chí - Marketing - Quảng cáo - PR,4,2024,2024
7340115DKD,Marketing,Báo chí - Marketing - Quảng cáo - PR,4,2024,2024
7340115DKK,Marketing,Báo chí - Marketing - Quảng cáo - PR,4,2024,2024
7340115DL,Marketing,Báo chí - Marketing - Quảng cáo - PR,4,2024,2024
7340116,Bất động sản,Kinh doanh và quản lý,360,2018,2023
7340116,Bất động sản,Tài chính - Ngân hàng - Bảo hiểm,52,2024,2024
7340116,Marketing,Tài chính - Ngân hàng - Bảo hiểm,4,2024,2024
7340116G,Bất động sản,Tài chính - Ngân hàng - Bảo hiểm,4,2024,2024
7340120,Kinh doanh,Kinh doanh và quản lý,3,2018,2018
7340120,Kinh doanh Quốc tế,Kinh tế - Quản trị kinh doanh - Thương Mại,5,2024,2024
7340120,Kinh doanh quốc tế,Kinh doanh và quản lý,1099,2018,2023
7340120,Kinh doanh quốc tế,Kinh tế - Quản trị kinh doanh - Thương Mại,153,2024,2024
7340120,Kinh doanh quốc tế (Chuyên ngành: Thương mại quốc tế),Kinh tế - Quản trị kinh doanh - Thương Mại,4,2024,2024
7340120,Kinh doanh quốc tế (Chương trình tiên tiến),Kinh tế - Quản trị kinh doanh - Thương Mại,4,2024,2024
7340120,Kinh doanh quốc tế (Tiếng Anh),Kinh tế - Quản trị kinh doanh - Thương Mại,4,2024,2024
7340120,Kinh doanh quốc tế và logistics,Kinh doanh và quản lý,16,2018,2021
7340120,Kinh tế,Kinh doanh và quản lý,32,2018,2021
7340120,Ngoại thương,Kinh doanh và quản lý,4,2018,2018
7340120C,Kinh doanh quốc tế,Kinh tế - Quản trị kinh doanh - Thương Mại,4,2024,2024
7340120C,Kinh doanh quốc tế (CTCLC),Kinh tế - Quản trị kinh doanh - Thương Mại,3,2024,2024
7340120C1,Thương mại quốc tế & Kinh doanh trực tuyến (ngành Kinh doanh quốc tế),Kinh tế - Quản trị kinh doanh - Thương Mại,4,2024,2024
7340120KA,Kinh doanh quốc tế & Ngôn ngữ Anh,Kinh tế - Quản trị kinh doanh - Thương Mại,4,2024,2024
7340120KL,Kinh doanh quốc tế & Luật,Kinh tế - Quản trị kinh doanh - Thương Mại,4,2024,2024
7340120V,Kinh doanh Quốc tế (đào tạo bằng tiếng Việt),Kinh tế - Quản trị kinh doanh - Thương Mại,4,2024,2024
7340121,Kinh doanh thương mại,Kinh doanh và quản lý,357,2018,2023
7340121,Kinh doanh thương mại,Kinh tế - Quản trị kinh doanh - Thương Mại,60,2024,2024
7340121,Thương mại,Kinh doanh và quản lý,4,2018,2018
7340121DKD,Kinh doanh thương mại,Kinh tế - Quản trị kinh doanh - Thương Mại,4,2024,2024
7340121DKK,Kinh doanh thương mại,Kinh tế - Quản trị kinh doanh - Thương Mại,4,2024,2024
7340122,Marketing,Kinh doanh và quản lý,13,2021,2022
7340122,Marketing số,Báo chí - Marketing - Quảng cáo - PR,4,2024,2024
7340122,Thương mại điện tử,Kinh doanh và quản lý,749,2018,2023
7340122,Thương mại điện tử,Kinh tế - Quản trị kinh doanh - Thương Mại,190,2024,2024
7340122,Thương mại điện tử (Tiếng Anh),Kinh tế - Quản trị kinh doanh - Thương Mại,4,2024,2024
7340122-DN,Thương mại điện tử,Kinh tế - Quản trị kinh doanh - Thương Mại,4,2024,2024
7340122C,Thương mại điện tử,Kinh tế - Quản trị kinh doanh - Thương Mại,4,2024,2024
7340122DL,Thương mại điện tử,Kinh tế - Quản trị kinh doanh - Thương Mại,4,2024,2024
7340122V,Thương mại điện tử (đào tạo bằng tiếng Việt),Kinh tế - Quản trị kinh doanh - Thương Mại,4,2024,2024
7340123,Kinh doanh thời trang và Dệt may,Kinh doanh và quản lý,48,2021,2023
7340123,Kinh doanh thời trang và Dệt may,Thời trang - May mặc,8,2024,2024
7340124,Quản trị và Kinh doanh Quốc tế,Kinh doanh và quản lý,28,2018,2023
7340124,Quản trị và Kinh doanh Quốc tế,Kinh tế - Quản trị kinh doanh - Thương Mại,4,2024,2024
7340125,Phân tích dữ liệu kinh doanh,Kinh doanh và quản lý,22,2021,2023
7340125,Phân tích dữ liệu kinh doanh,Kinh tế - Quản trị kinh doanh - Thương Mại,3,2024,2024
7340129,Quản trị bệnh viện,Sức khỏe,9,2022,2022
7340129,Quản trị kinh doanh,Kinh doanh và quản lý,39,2021,2023
7340129,Quản trị kinh doanh thực phẩm,Kinh tế - Quản trị kinh doanh - Thương Mại,4,2024,2024
7340155,Marketing,Báo chí - Marketing - Quảng cáo - PR,4,2024,2024
734016,Bất động sản,Kinh doanh và quản lý,12,2021,2023
7340201,Hải quan & Logistics,Công nghệ kỹ thuật,9,2020,2023
7340201,Ngân hàng,Tài chính - Ngân hàng - Bảo hiểm,8,2024,2024
7340201,Ngân hàng đầu tư,Kinh doanh và quản lý,4,2018,2018
7340201,Nhóm ngành Kinh tế - Kinh doanh (Chương trình đại trà) - Tài chính - Ngân hàng,Kinh doanh và quản lý,4,2018,2018
7340201,Phân tích tài chính,Kinh doanh và quản lý,9,2020,2023
7340201,Quản trị Hải quan - Ngoại thương,Ngoại thương - Xuất nhập khẩu - Kinh Tế quốc tế,4,2024,2024
7340201,Quản trị hải quan - ngoại thương,Kinh doanh và quản lý,4,2018,2018
7340201,Quản trị rủi ro tài chính và bảo hiểm,Kinh doanh và quản lý,4,2018,2018
7340201,Thuế,Tài chính - Ngân hàng - Bảo hiểm,8,2024,2024
7340201,Thuế trong kinh doanh,Kinh doanh và quản lý,4,2018,2018
7340201,Thị trường chứng khoán,Kinh doanh và quản lý,4,2018,2018
7340201,Thị trường chứng khoán,Tài chính - Ngân hàng - Bảo hiểm,4,2024,2024
7340201,Tài Chính ngân hàng,Tài chính - Ngân hàng - Bảo hiểm,2,2024,2024
7340201,Tài chính,Kinh doanh và quản lý,10,2022,2023
7340201,Tài chính,Tài chính - Ngân hàng - Bảo hiểm,8,2024,2024
7340201,Tài chính (Chương trình liên kết với ĐH Macquarie) (2+1),Tài chính - Ngân hàng - Bảo hiểm,4,2024,2024
7340201,Tài chính - Ngân hàng,Kinh doanh và quản lý,2512,2018,2023
7340201,Tài chính - Ngân hàng,Tài chính - Ngân hàng - Bảo hiểm,239,2024,2024
7340201,Tài chính - Ngân hàng (02 chuyên ngành: Tài chính - Ngân hàng; Công nghệ tài chính),Tài chính - Ngân hàng - Bảo hiểm,4,2024,2024
7340201,Tài chính - Ngân hàng (Chuyên ngành: Tài chính doanh nghiệp; Thuế; Ngân hàng; Thẩm định giá),Tài chính - Ngân hàng - Bảo hiểm,4,2024,2024
7340201,Tài chính - Ngân hàng (Tiếng Anh),Tài chính - Ngân hàng - Bảo hiểm,4,2024,2024
7340201,Tài chính - Ngân hàng (dạy bằng tiêng Anh),Tài chính - Ngân hàng - Bảo hiểm,1,2024,2024
7340201,Tài chính - ngân hàng,Tài chính - Ngân hàng - Bảo hiểm,24,2024,2024
7340201,Tài chính Ngân hàng,Tài chính - Ngân hàng - Bảo hiểm,11,2024,2024
7340201,Tài chính chất lượng cao giảng dạy bằng Tiếng Anh,Tài chính - Ngân hàng - Bảo hiểm,4,2024,2024
7340201,Tài chính công,Tài chính - Ngân hàng - Bảo hiểm,4,2024,2024
7340201,Tài chính doanh nghiệp,Kinh doanh và quản lý,9,2020,2023
7340201,Tài chính ngân hàng,Tài chính - Ngân hàng - Bảo hiểm,75,2024,2024
7340201,Tài chính ngân hàng (Chuyên ngành Tài chính doanh nghiệp; chuyên ngành Ngân hàng thương mại),Tài chính - Ngân hàng - Bảo hiểm,4,2024,2024
7340201,Tài chính ngân hàng (Tiếng Anh bán phần),Tài chính - Ngân hàng - Bảo hiểm,4,2024,2024
7340201,Tài chính ngân hàng gồm 02 chuyên ngành: Ngân hàng; Tài chính,Tài chính - Ngân hàng - Bảo hiểm,4,2024,2024
7340201,Tài chính quốc tế,Kinh doanh và quản lý,4,2018,2018
7340201,Tài chính – Ngân hàng,Tài chính - Ngân hàng - Bảo hiểm,28,2024,2024
7340201,Đầu tư tài chính,Kinh doanh và quản lý,4,2018,2018
7340201,Đầu tư tài chính,Tài chính - Ngân hàng - Bảo hiểm,4,2024,2024
7340201-TA,Tài chính,Tài chính - Ngân hàng - Bảo hiểm,4,2024,2024
73402011,Tài chính - Ngân hàng 1,Tài chính - Ngân hàng - Bảo hiểm,4,2024,2024
73402012,Tài chính - Ngân hàng 2,Tài chính - Ngân hàng - Bảo hiểm,4,2024,2024
73402013,Tài chính - Ngân hàng 3,Tài chính - Ngân hàng - Bảo hiểm,4,2024,2024
7340201C,Tài chính - Ngân hàng (CTCLC),Tài chính - Ngân hàng - Bảo hiểm,3,2024,2024
7340201C,Tài chính ngân hàng gồm 02 chuyên ngành: Ngân hàng; Tài chính,Tài chính - Ngân hàng - Bảo hiểm,4,2024,2024
7340201C,Tài chính – Ngân hàng Chất lượng cao,Tài chính - Ngân hàng - Bảo hiểm,4,2024,2024
7340201C06,Hải quan và Logistics (theo định hướng FIATA),Ngoại thương - Xuất nhập khẩu - Kinh Tế quốc tế,3,2024,2024
7340201C09,Phân tích tài chính (theo định hướng ICAEW),Kinh tế - Quản trị kinh doanh - Thương Mại,3,2024,2024
7340201C1,Tài chính doanh nghiệp (ngành Tài chính - Ngân hàng),Tài chính - Ngân hàng - Bảo hiểm,4,2024,2024
7340201C11,Tài chính doanh nghiệp (theo định hướng ACCA),Tài chính - Ngân hàng - Bảo hiểm,3,2024,2024
7340201DKD,Tài chính - Ngân hàng,Tài chính - Ngân hàng - Bảo hiểm,4,2024,2024
7340201DKK,Tài chính - Ngân hàng,Tài chính - Ngân hàng - Bảo hiểm,4,2024,2024
7340201DL,Tài chính ngân hàng,Tài chính - Ngân hàng - Bảo hiểm,4,2024,2024
7340201TL,Tài chính ngân hàng & Luật,Tài chính - Ngân hàng - Bảo hiểm,4,2024,2024
7340202,Công nghệ tài chính,Kinh doanh và quản lý,13,2022,2023
7340202,Kinh doanh quốc tế và logistics,Kinh doanh và quản lý,4,2020,2020
7340202,Tài chính và Kế toán,Kinh doanh và quản lý,11,2018,2023
7340202,Tài chính và Kế toán (BFA),Kế toán - Kiểm toán,6,2024,2024
7340204,Bảo hiểm,Kinh doanh và quản lý,90,2018,2023
7340204,Bảo hiểm,Tài chính - Ngân hàng - Bảo hiểm,18,2024,2024
7340204DKD,Bảo hiểm,Tài chính - Ngân hàng - Bảo hiểm,4,2024,2024
7340204DKK,Bảo hiểm,Tài chính - Ngân hàng - Bảo hiểm,4,2024,2024
7340205,Công nghệ tài chính,Kinh doanh và quản lý,59,2022,2023
7340205,Công nghệ tài chính,Tài chính - Ngân hàng - Bảo hiểm,68,2024,2024
7340205,Công nghệ tài chính (CT Co-operative Education),Tài chính - Ngân hàng - Bảo hiểm,4,2024,2024
7340205,Công nghệ tài chính (Chương trình dạy và học bằng tiếng Anh),Tài chính - Ngân hàng - Bảo hiểm,4,2024,2024
7340205,Công nghệ tài chính (Eintech),Tài chính - Ngân hàng - Bảo hiểm,4,2024,2024
7340205,Công nghệ tài chính (Fintech),Tài chính - Ngân hàng - Bảo hiểm,7,2024,2024
7340205,Công nghệ tài chính (dạy bằng tiếng Anh),Tài chính - Ngân hàng - Bảo hiểm,2,2024,2024
7340206,Công nghệ tài chính,Kinh doanh và quản lý,4,2022,2022
7340206,Tài chính quốc tế,Kinh doanh và quản lý,54,2020,2023
7340206,Tài chính quốc tế,Tài chính - Ngân hàng - Bảo hiểm,8,2024,2024
7340207,Bảo hiểm - Tài chính,Tài chính - Ngân hàng - Bảo hiểm,6,2024,2024
7340207,Bảo hiểm - Tài chính Ngân hàng,Kinh doanh và quản lý,12,2022,2022
7340208,Công nghệ tài chính,Kinh doanh và quản lý,24,2021,2023
7340301,Chương trình Kế toán tích hợp chứng chỉ nghề nghiệp quốc tế (của tổ chức nghề nghiệp ICAEW và ACCA),Kế toán - Kiểm toán,4,2024,2024
7340301,Kiểm toán,Kinh doanh và quản lý,9,2020,2023
7340301,Kế Toán (Tiếng Anh bán phần),Kế toán - Kiểm toán,4,2024,2024
7340301,Kế toán,Kinh doanh và quản lý,3283,2018,2023
7340301,Kế toán,Kế toán - Kiểm toán,482,2024,2024
7340301,"Kế toán (Chuyên ngành: Kế toán công, Kế toán doanh nghiệp, Kế toán tin)",Kế toán - Kiểm toán,4,2024,2024
7340301,Kế toán (Chương trình liên kết với ĐH Macquarie) (2+1),Kế toán - Kiểm toán,4,2024,2024
7340301,Kế toán (Chương trình tiên tiến),Kế toán - Kiểm toán,4,2024,2024
7340301,Kế toán (Tích hợp CCQT ICAEW - Tiếng Anh),Kế toán - Kiểm toán,4,2024,2024
7340301,Kế toán (dạy bằng tiếng Anh),Kế toán - Kiểm toán,1,2024,2024
7340301,Kế toán - Kiểm toán,Kinh doanh và quản lý,12,2018,2021
7340301,Kế toán chất lượng cao (chuẩn quốc tế ACCA),Kế toán - Kiểm toán,3,2024,2024
7340301,Kế toán công,Kế toán - Kiểm toán,4,2024,2024
7340301,Kế toán doanh nghiệp,Kinh doanh và quản lý,9,2020,2023
7340301,Kế toán doanh nghiệp,Kế toán - Kiểm toán,8,2024,2024
7340301,Kế toán gồm 02 chuyên ngành: Kế toán; Thuế,Kế toán - Kiểm toán,4,2024,2024
7340301,Ngôn ngữ Anh,Nhân văn,1,2022,2022
7340301,Nhóm ngành Kinh tế - Kinh doanh (Chương trình đại trà) - Kế toán,Kinh doanh và quản lý,4,2018,2018
7340301,Quản lý Tài chính- Kế toán,Kinh doanh và quản lý,12,2018,2020
7340301,Quản trị kinh doanh,Kinh doanh và quản lý,4,2019,2019
7340301,Tài chính - Kế toán,Kế toán - Kiểm toán,3,2024,2024
7340301,Tài chính - Ngân hàng,Kinh doanh và quản lý,1,2018,2018
7340301A,Kế toán (Chương trình đặc biệt),Kế toán - Kiểm toán,4,2024,2024
7340301C,Kế toán Chất lượng cao,Kế toán - Kiểm toán,4,2024,2024
7340301C,Kế toán gồm 02 chuyên ngành: Kế toán; Thuế,Kế toán - Kiểm toán,4,2024,2024
7340301C1,Kế toán tài chính (ngành Kế toán),Kế toán - Kiểm toán,4,2024,2024
7340301C2,Kế toán kiểm toán (ngành Kế toán),Kế toán - Kiểm toán,4,2024,2024
7340301C21,Kế toán doanh nghiệp (theo định hướng ACCA),Kế toán - Kiểm toán,3,2024,2024
7340301C22,Kiểm toán (theo định hướng ICAEW),Kế toán - Kiểm toán,3,2024,2024
7340301CLC,Kế toán (Chương trình chất lượng cao),Kế toán - Kiểm toán,2,2024,2024
7340301CLC,Kế toán CLC,Kế toán - Kiểm toán,3,2024,2024
7340301DKD,Kế toán,Kế toán - Kiểm toán,4,2024,2024
7340301DKK,Kế toán,Kế toán - Kiểm toán,4,2024,2024
7340301DL,Kế toán,Kế toán - Kiểm toán,4,2024,2024
7340301G,Kế toán,Kế toán - Kiểm toán,3,2024,2024
7340301KL,Kế toán & Luật,Kế toán - Kiểm toán,4,2024,2024
7340301N,Kế toán,Kế toán - Kiểm toán,3,2024,2024
7340301PH,Kế toán,Kế toán - Kiểm toán,4,2024,2024
7340301Q,Kế toán tích hợp chứng chỉ quốc tế Advanced Diploma in Accounting & Business của Hiệp hội Kế toán công chứng Anh (ACCA),Kế toán - Kiểm toán,4,2024,2024
7340301QT,Kế toán (Chương trình chất lượng cao Kế toán tổng hợp Việt - Anh),Kế toán - Kiểm toán,4,2024,2024
7340301TA,Kế toán (đào tạo bằng Tiếng Anh),Kế toán - Kiểm toán,4,2024,2024
7340301TN,Kế toán (ACCA cấp Chứng chỉ Lập báo cáo tài chính quốc tế),Kế toán - Kiểm toán,4,2024,2024
7340301V,Kế toán (đào tạo bằng tiếng Việt),Kế toán - Kiểm toán,4,2024,2024
7340302,Khoa học máy tính,Máy tính và công nghệ thông tin,127,2018,2021
7340302,Kiểm toán,Kinh doanh và quản lý,332,2020,2023
7340302,Kiểm toán,Kế toán - Kiểm toán,75,2024,2024
7340302,Kiểm toán (Chuyên ngành: Kiểm toán),Kế toán - Kiểm toán,4,2024,2024
7340302,Kiểm toán gồm 02 chuyên ngành: Kiểm toán; Phân tích kinh doanh.,Kế toán - Kiểm toán,4,2024,2024
7340302C,Kiếm toán gồm 02 chuyên ngành: Kiểm toán; Phân tích kinh doanh.,Kế toán - Kiểm toán,4,2024,2024
7340302C,Kiểm toán Chất lượng cao,Kế toán - Kiểm toán,4,2024,2024
7340302DKD,Kiểm toán,Kế toán - Kiểm toán,4,2024,2024
7340302DKK,Kiểm toán,Kế toán - Kiểm toán,4,2024,2024
7340302Q,Kiểm toán tích hợp chứng chỉ quốc tế CFAB cùa Viện Kế toán Công chứng Anh và xứ Wales (ICAEW),Kế toán - Kiểm toán,4,2024,2024
7340303,"Kế toán, Phân tích và Kiểm toán",Kinh doanh và quản lý,8,2023,2023
7340303,Quản trị tài chính kế toán,Kinh doanh và quản lý,8,2020,2021
7340401,Khoa học quản lý,Kinh doanh và quản lý,65,2018,2023
7340401,Khoa học quản lý,Kinh tế - Quản trị kinh doanh - Thương Mại,4,2024,2024
7340401,Khoa học quản lý (Quản lý nhân lực),Kinh tế - Quản trị kinh doanh - Thương Mại,4,2024,2024
7340401C35,Digital Marketing (theo định hướng ICDL),Báo chí - Marketing - Quảng cáo - PR,3,2024,2024
7340403,Quản lý công,Kinh doanh và quản lý,163,2018,2023
7340403,Quản lý công,Văn hóa - Chính trị - Khoa học Xã hội,28,2024,2024
7340403,Quản lý công (Quản lý kinh tế),Văn hóa - Chính trị - Khoa học Xã hội,4,2024,2024
7340404,Quản trị Nhân lực,Nhân sự - Hành chính,9,2024,2024
7340404,Quản trị nhân lực,Kinh doanh và quản lý,414,2018,2023
7340404,Quản trị nhân lực,Nhân sự - Hành chính,76,2024,2024
7340404QN,Quản trị nhân lực,Kinh tế - Quản trị kinh doanh - Thương Mại,4,2024,2024
7340405,Hệ thống hoạch định nguồn lực doanh nghiệp,Kinh doanh và quản lý,4,2018,2018
7340405,Hệ thống hoạch định nguồn lực doanh nghiệp,Kinh tế - Quản trị kinh doanh - Thương Mại,4,2024,2024
7340405,Hệ thống thông tin,Máy tính và công nghệ thông tin,8,2018,2018
7340405,Hệ thống thông tin kinh doanh,Kinh tế - Quản trị kinh doanh - Thương Mại,4,2024,2024
7340405,Hệ thống thông tin quản lý,Kinh doanh và quản lý,526,2018,2023
7340405,Hệ thống thông tin quản lý,Kinh tế - Quản trị kinh doanh - Thương Mại,46,2024,2024
7340405,Hệ thống thông tin quản lý (CT Co - operative Education),Kinh tế - Quản trị kinh doanh - Thương Mại,4,2024,2024
7340405,Hệ thống thông tin quản lý (Chuyên ngành Hệ thông thông tin quản lý),Kinh tế - Quản trị kinh doanh - Thương Mại,4,2024,2024
7340405,Hệ thống thông tin quản lý (Chuyên ngành Kinh doanh số và Trí tuệ nhân tạo),Kinh tế - Quản trị kinh doanh - Thương Mại,4,2024,2024
7340405,Hệ thống thông tin quản lý (Chuyên ngành: Công nghệ Thương mại điện tử),Kinh tế - Quản trị kinh doanh - Thương Mại,4,2024,2024
7340405,Hệ thống thông tin quản lý (Tiếng Anh bán phần),Kinh tế - Quản trị kinh doanh - Thương Mại,4,2024,2024
7340405,Khối ngành quản lý (chương trình đại trà) -Hệ thống thông tin quản lý,Kinh doanh và quản lý,4,2018,2018
7340405,Quản lý logistics và chuỗi cung ứng,Kinh tế - Quản trị kinh doanh - Thương Mại,4,2024,2024
7340405,Thương mại điện tử,Kinh doanh và quản lý,4,2018,2018
7340405A,Hệ thống thông tin quản lý - Chương trình tiên tiến,Kinh tế - Quản trị kinh doanh - Thương Mại,4,2024,2024
7340406,Quản trị văn phòng,Kinh doanh và quản lý,262,2018,2023
7340406,Quản trị văn phòng,Nhân sự - Hành chính,52,2024,2024
7340406QN,Quản trị văn phòng,Kinh tế - Quản trị kinh doanh - Thương Mại,4,2024,2024
7340406TP-HCM,Quản trị văn phòng,Kinh tế - Quản trị kinh doanh - Thương Mại,4,2024,2024
7340408,Quan hệ lao động,Kinh doanh và quản lý,37,2018,2023
7340408,Quan hệ lao động,Nhân sự - Hành chính,3,2024,2024
7340408,Quan hệ lao động (Chuyên ngành Quản lý quan hệ lao động. Chuyên ngành Hành vi tổ chức),Nhân sự - Hành chính,4,2024,2024
7340409,Quản lý dự án,Kinh doanh và quản lý,28,2018,2023
7340409,Quản lý dự án,Kinh tế - Quản trị kinh doanh - Thương Mại,8,2024,2024
7340410,Quản trị công nghệ truyền thông,Kinh doanh và quản lý,34,2019,2022
7340410,Quản trị công nghệ truyền thông,Kinh tế - Quản trị kinh doanh - Thương Mại,5,2024,2024
7340411,Quản lý và phát triển nguồn nhân lực,Kinh doanh và quản lý,4,2019,2019
7340412,Quản trị sự kiện,Du lịch-Khách sạn,21,2024,2024
7340412,Quản trị sự kiện,Kinh doanh và quản lý,87,2020,2023
7340418,Quản lý và phát triển du lịch,Kinh doanh và quản lý,4,2019,2019
7340420,Khoa học dữ liệu và phân tích kinh doanh,Kinh doanh và quản lý,17,2020,2023
734115,Quản trị khách sạn,"Du lịch, khách sạn, thể thao và dịch vụ cá nhân",13,2020,2022
7349001,Quản trị thương hiệu,Báo chí - Marketing - Quảng cáo - PR,6,2024,2024
7349001,Quản trị thương hiệu,Kinh doanh và quản lý,19,2021,2023
7349001,Tài chính - Ngân hàng,Kinh doanh và quản lý,36,2018,2023
7349001,Tài chính - Ngân hàng (Liên kết),Báo chí - Marketing - Quảng cáo - PR,4,2024,2024
7349002,Quản lý giải trí và sự kiện,Báo chí - Marketing - Quảng cáo - PR,6,2024,2024
7349002,Quản lý giải trí và sự kiện,Kinh doanh và quản lý,15,2021,2023
7349002,Quản lý tài nguyên di sản,Kinh doanh và quản lý,22,2021,2023
7349002,Quản trị kinh doanh,Kinh doanh và quản lý,16,2018,2021
7380101,Dịch vụ pháp luật,Pháp luật,25,2020,2023
7380101,Luật,Công an - Quân đội,281,2024,2024
7380101,Luật,Pháp luật,1902,2018,2023
7380101,Luật (02 chuyên ngành: Luật; Luật kinh tế),Công an - Quân đội,4,2024,2024
7380101,Luật (Chuyên ngành Luật Tài chính - Ngân hàng),Công an - Quân đội,4,2024,2024
7380101,Luật (Chuyên ngành Luật và Chính sách công),Công an - Quân đội,4,2024,2024
7380101,Luật (Chuyên ngành Thanh tra),Công an - Quân đội,4,2024,2024
7380101,"Luật (Luật dân sự, Luật thương mại và Luật hình sự)",Công an - Quân đội,4,2024,2024
7380101,"Luật (Luật, Dịch vụ pháp luật)",Công an - Quân đội,4,2024,2024
7380101,Luật kinh doanh quốc tế,Công an - Quân đội,4,2024,2024
7380101,Luật( Chuyên ngành Luật Dân sự),Công an - Quân đội,4,2024,2024
7380101,"Luật, chuyên ngành Kiểm sát",Công an - Quân đội,4,2024,2024
7380101,Ngành Luật,Công an - Quân đội,1,2024,2024
7380101,Thanh tra,Pháp luật,8,2019,2019
7380101C1,Luật kinh tế và dân sự (ngành Luật),Công an - Quân đội,4,2024,2024
7380101CLC,Luật chất lượng cao,Công an - Quân đội,3,2024,2024
